DateRep,date,scenario,variable,mean_daily_value,zeile,type,Altersgruppe,mean_daily_value7
2022-04-04,2022-04-04,B,mean/daily_detections_60-2,116.5,23222,Testpositiv,60+,118.071428571429
2022-04-05,2022-04-05,B,mean/daily_detections_60-2,109.9,23223,Testpositiv,60+,106.285714285714
2022-04-06,2022-04-06,B,mean/daily_detections_60-2,95.7,23224,Testpositiv,60+,95.4
2022-04-07,2022-04-07,B,mean/daily_detections_60-2,83,23225,Testpositiv,60+,86.0571428571429
2022-04-08,2022-04-08,B,mean/daily_detections_60-2,69.7,23226,Testpositiv,60+,76.9571428571429
2022-04-09,2022-04-09,B,mean/daily_detections_60-2,66.8,23227,Testpositiv,60+,67.8428571428572
2022-04-10,2022-04-10,B,mean/daily_detections_60-2,60.8,23228,Testpositiv,60+,60.7571428571429
2022-04-11,2022-04-11,B,mean/daily_detections_60-2,52.8,23229,Testpositiv,60+,54.1142857142857
2022-04-12,2022-04-12,B,mean/daily_detections_60-2,46.1,23230,Testpositiv,60+,49.2
2022-04-13,2022-04-13,B,mean/daily_detections_60-2,46.1,23231,Testpositiv,60+,43.9142857142857
2022-04-14,2022-04-14,B,mean/daily_detections_60-2,36.5,23232,Testpositiv,60+,38.9
2022-04-15,2022-04-15,B,mean/daily_detections_60-2,35.3,23233,Testpositiv,60+,34.9142857142857
2022-04-16,2022-04-16,B,mean/daily_detections_60-2,29.8,23234,Testpositiv,60+,31.0142857142857
2022-04-17,2022-04-17,B,mean/daily_detections_60-2,25.7,23235,Testpositiv,60+,27.1
2022-04-18,2022-04-18,B,mean/daily_detections_60-2,24.9,23236,Testpositiv,60+,24.1142857142857
2022-04-19,2022-04-19,B,mean/daily_detections_60-2,18.8,23237,Testpositiv,60+,21.3714285714286
2022-04-20,2022-04-20,B,mean/daily_detections_60-2,18.7,23238,Testpositiv,60+,19.1857142857143
2022-04-21,2022-04-21,B,mean/daily_detections_60-2,15.6,23239,Testpositiv,60+,17.2571428571429
2022-04-22,2022-04-22,B,mean/daily_detections_60-2,16.1,23240,Testpositiv,60+,15.3
2022-04-23,2022-04-23,B,mean/daily_detections_60-2,14.5,23241,Testpositiv,60+,13.9142857142857
2022-04-24,2022-04-24,B,mean/daily_detections_60-2,12.2,23242,Testpositiv,60+,12.4714285714286
2022-04-25,2022-04-25,B,mean/daily_detections_60-2,11.2,23243,Testpositiv,60+,11.5142857142857
2022-04-26,2022-04-26,B,mean/daily_detections_60-2,9.1,23244,Testpositiv,60+,10.2
2022-04-27,2022-04-27,B,mean/daily_detections_60-2,8.6,23245,Testpositiv,60+,9.11428571428571
2022-04-28,2022-04-28,B,mean/daily_detections_60-2,8.9,23246,Testpositiv,60+,8.4
2022-04-29,2022-04-29,B,mean/daily_detections_60-2,6.9,23247,Testpositiv,60+,7.47142857142857
2022-04-30,2022-04-30,B,mean/daily_detections_60-2,6.9,23248,Testpositiv,60+,
2022-05-01,2022-05-01,B,mean/daily_detections_60-2,7.2,23249,Testpositiv,60+,
2022-05-02,2022-05-02,B,mean/daily_detections_60-2,4.7,23250,Testpositiv,60+,
2021-12-08,2021-12-08,C,mean/daily_detections_60-2,0,23251,Testpositiv,60+,
2021-12-09,2021-12-09,C,mean/daily_detections_60-2,0.2,23252,Testpositiv,60+,
2021-12-10,2021-12-10,C,mean/daily_detections_60-2,0.4,23253,Testpositiv,60+,
2021-12-11,2021-12-11,C,mean/daily_detections_60-2,0.7,23254,Testpositiv,60+,0.528571428571429
2021-12-12,2021-12-12,C,mean/daily_detections_60-2,0.6,23255,Testpositiv,60+,0.642857142857143
2021-12-13,2021-12-13,C,mean/daily_detections_60-2,0.9,23256,Testpositiv,60+,0.728571428571429
2021-12-14,2021-12-14,C,mean/daily_detections_60-2,0.9,23257,Testpositiv,60+,0.814285714285714
2021-12-15,2021-12-15,C,mean/daily_detections_60-2,0.8,23258,Testpositiv,60+,0.928571428571429
2021-12-16,2021-12-16,C,mean/daily_detections_60-2,0.8,23259,Testpositiv,60+,1.08571428571429
2021-12-17,2021-12-17,C,mean/daily_detections_60-2,1,23260,Testpositiv,60+,1.18571428571429
2021-12-18,2021-12-18,C,mean/daily_detections_60-2,1.5,23261,Testpositiv,60+,1.35714285714286
2021-12-19,2021-12-19,C,mean/daily_detections_60-2,1.7,23262,Testpositiv,60+,1.55714285714286
2021-12-20,2021-12-20,C,mean/daily_detections_60-2,1.6,23263,Testpositiv,60+,1.71428571428571
2021-12-21,2021-12-21,C,mean/daily_detections_60-2,2.1,23264,Testpositiv,60+,1.98571428571429
2021-12-22,2021-12-22,C,mean/daily_detections_60-2,2.2,23265,Testpositiv,60+,2.27142857142857
2021-12-23,2021-12-23,C,mean/daily_detections_60-2,1.9,23266,Testpositiv,60+,2.6
2021-12-24,2021-12-24,C,mean/daily_detections_60-2,2.9,23267,Testpositiv,60+,3.02857142857143
2021-12-25,2021-12-25,C,mean/daily_detections_60-2,3.5,23268,Testpositiv,60+,3.48571428571429
2021-12-26,2021-12-26,C,mean/daily_detections_60-2,4,23269,Testpositiv,60+,4.17142857142857
2021-12-27,2021-12-27,C,mean/daily_detections_60-2,4.6,23270,Testpositiv,60+,4.88571428571429
2021-12-28,2021-12-28,C,mean/daily_detections_60-2,5.3,23271,Testpositiv,60+,5.38571428571429
2021-12-29,2021-12-29,C,mean/daily_detections_60-2,7,23272,Testpositiv,60+,6.08571428571429
2021-12-30,2021-12-30,C,mean/daily_detections_60-2,6.9,23273,Testpositiv,60+,6.95714285714286
2021-12-31,2021-12-31,C,mean/daily_detections_60-2,6.4,23274,Testpositiv,60+,8.28571428571429
2022-01-01,2022-01-01,C,mean/daily_detections_60-2,8.4,23275,Testpositiv,60+,9.41428571428571
2022-01-02,2022-01-02,C,mean/daily_detections_60-2,10.1,23276,Testpositiv,60+,10.9428571428571
2022-01-03,2022-01-03,C,mean/daily_detections_60-2,13.9,23277,Testpositiv,60+,12.8285714285714
2022-01-04,2022-01-04,C,mean/daily_detections_60-2,13.2,23278,Testpositiv,60+,15.2
2022-01-05,2022-01-05,C,mean/daily_detections_60-2,17.7,23279,Testpositiv,60+,17.6571428571429
2022-01-06,2022-01-06,C,mean/daily_detections_60-2,20.1,23280,Testpositiv,60+,20.7
2022-01-07,2022-01-07,C,mean/daily_detections_60-2,23,23281,Testpositiv,60+,23.5
2022-01-08,2022-01-08,C,mean/daily_detections_60-2,25.6,23282,Testpositiv,60+,27.1857142857143
2022-01-09,2022-01-09,C,mean/daily_detections_60-2,31.4,23283,Testpositiv,60+,31.6142857142857
2022-01-10,2022-01-10,C,mean/daily_detections_60-2,33.5,23284,Testpositiv,60+,36.4428571428571
2022-01-11,2022-01-11,C,mean/daily_detections_60-2,39,23285,Testpositiv,60+,41.6428571428571
2022-01-12,2022-01-12,C,mean/daily_detections_60-2,48.7,23286,Testpositiv,60+,48.6285714285714
2022-01-13,2022-01-13,C,mean/daily_detections_60-2,53.9,23287,Testpositiv,60+,56.7
2022-01-14,2022-01-14,C,mean/daily_detections_60-2,59.4,23288,Testpositiv,60+,65.6857142857143
2022-01-15,2022-01-15,C,mean/daily_detections_60-2,74.5,23289,Testpositiv,60+,75.1142857142857
2022-01-16,2022-01-16,C,mean/daily_detections_60-2,87.9,23290,Testpositiv,60+,88.4714285714286
2022-01-17,2022-01-17,C,mean/daily_detections_60-2,96.4,23291,Testpositiv,60+,101.942857142857
2022-01-18,2022-01-18,C,mean/daily_detections_60-2,105,23292,Testpositiv,60+,118.457142857143
2022-01-19,2022-01-19,C,mean/daily_detections_60-2,142.2,23293,Testpositiv,60+,136.814285714286
2022-01-20,2022-01-20,C,mean/daily_detections_60-2,148.2,23294,Testpositiv,60+,159.071428571429
2022-01-21,2022-01-21,C,mean/daily_detections_60-2,175,23295,Testpositiv,60+,183.128571428571
2022-01-22,2022-01-22,C,mean/daily_detections_60-2,203,23296,Testpositiv,60+,210.485714285714
2022-01-23,2022-01-23,C,mean/daily_detections_60-2,243.7,23297,Testpositiv,60+,244.242857142857
2022-01-24,2022-01-24,C,mean/daily_detections_60-2,264.8,23298,Testpositiv,60+,281.428571428571
2022-01-25,2022-01-25,C,mean/daily_detections_60-2,296.5,23299,Testpositiv,60+,320.642857142857
2022-01-26,2022-01-26,C,mean/daily_detections_60-2,378.5,23300,Testpositiv,60+,369.1
2022-01-27,2022-01-27,C,mean/daily_detections_60-2,408.5,23301,Testpositiv,60+,425.728571428571
2022-01-28,2022-01-28,C,mean/daily_detections_60-2,449.5,23302,Testpositiv,60+,487.114285714286
2022-01-29,2022-01-29,C,mean/daily_detections_60-2,542.2,23303,Testpositiv,60+,555.071428571429
2022-01-30,2022-01-30,C,mean/daily_detections_60-2,640.1,23304,Testpositiv,60+,643.328571428572
2022-01-31,2022-01-31,C,mean/daily_detections_60-2,694.5,23305,Testpositiv,60+,735.314285714286
2022-02-01,2022-02-01,C,mean/daily_detections_60-2,772.2,23306,Testpositiv,60+,836.985714285714
2022-02-02,2022-02-02,C,mean/daily_detections_60-2,996.3,23307,Testpositiv,60+,954.342857142857
2022-02-03,2022-02-03,C,mean/daily_detections_60-2,1052.4,23308,Testpositiv,60+,1090.64285714286
2022-02-04,2022-02-04,C,mean/daily_detections_60-2,1161.2,23309,Testpositiv,60+,1233.85714285714
2022-02-05,2022-02-05,C,mean/daily_detections_60-2,1363.7,23310,Testpositiv,60+,1388.52857142857
2022-02-06,2022-02-06,C,mean/daily_detections_60-2,1594.2,23311,Testpositiv,60+,1568.64285714286
2022-02-07,2022-02-07,C,mean/daily_detections_60-2,1697,23312,Testpositiv,60+,1760.34285714286
2022-02-08,2022-02-08,C,mean/daily_detections_60-2,1854.9,23313,Testpositiv,60+,1954.5
2022-02-09,2022-02-09,C,mean/daily_detections_60-2,2257.1,23314,Testpositiv,60+,2170.8
2022-02-10,2022-02-10,C,mean/daily_detections_60-2,2394.3,23315,Testpositiv,60+,2396.95714285714
2022-02-11,2022-02-11,C,mean/daily_detections_60-2,2520.3,23316,Testpositiv,60+,2616.95714285714
2022-02-12,2022-02-12,C,mean/daily_detections_60-2,2877.8,23317,Testpositiv,60+,2834.32857142857
2022-02-13,2022-02-13,C,mean/daily_detections_60-2,3177.3,23318,Testpositiv,60+,3076.18571428571
2022-02-14,2022-02-14,C,mean/daily_detections_60-2,3237,23319,Testpositiv,60+,3301.9
2022-02-15,2022-02-15,C,mean/daily_detections_60-2,3376.5,23320,Testpositiv,60+,3504.05714285714
2022-02-16,2022-02-16,C,mean/daily_detections_60-2,3950.1,23321,Testpositiv,60+,3698.67142857143
2022-02-17,2022-02-17,C,mean/daily_detections_60-2,3974.3,23322,Testpositiv,60+,3876.34285714286
2022-02-18,2022-02-18,C,mean/daily_detections_60-2,3935.4,23323,Testpositiv,60+,4029.64285714286
2022-02-19,2022-02-19,C,mean/daily_detections_60-2,4240.1,23324,Testpositiv,60+,4150.58571428571
2022-02-20,2022-02-20,C,mean/daily_detections_60-2,4421,23325,Testpositiv,60+,4238.37142857143
2022-02-21,2022-02-21,C,mean/daily_detections_60-2,4310.1,23326,Testpositiv,60+,4278.45714285714
2022-02-22,2022-02-22,C,mean/daily_detections_60-2,4223.1,23327,Testpositiv,60+,4303.78571428571
2022-02-23,2022-02-23,C,mean/daily_detections_60-2,4564.6,23328,Testpositiv,60+,4283.75714285714
2022-02-24,2022-02-24,C,mean/daily_detections_60-2,4254.9,23329,Testpositiv,60+,4230.27142857143
2022-02-25,2022-02-25,C,mean/daily_detections_60-2,4112.7,23330,Testpositiv,60+,4152.82857142857
2022-02-26,2022-02-26,C,mean/daily_detections_60-2,4099.9,23331,Testpositiv,60+,4053.58571428571
2022-02-27,2022-02-27,C,mean/daily_detections_60-2,4046.6,23332,Testpositiv,60+,3907.35714285714
2022-02-28,2022-02-28,C,mean/daily_detections_60-2,3768,23333,Testpositiv,60+,3766.41428571429
2022-03-01,2022-03-01,C,mean/daily_detections_60-2,3528.4,23334,Testpositiv,60+,3602.48571428571
2022-03-02,2022-03-02,C,mean/daily_detections_60-2,3541,23335,Testpositiv,60+,3426.27142857143
2022-03-03,2022-03-03,C,mean/daily_detections_60-2,3268.3,23336,Testpositiv,60+,3235.24285714286
2022-03-04,2022-03-04,C,mean/daily_detections_60-2,2965.2,23337,Testpositiv,60+,3044.14285714286
2022-03-05,2022-03-05,C,mean/daily_detections_60-2,2866.4,23338,Testpositiv,60+,2860.37142857143
2022-03-06,2022-03-06,C,mean/daily_detections_60-2,2709.4,23339,Testpositiv,60+,2662.8
2022-03-07,2022-03-07,C,mean/daily_detections_60-2,2430.3,23340,Testpositiv,60+,2470.18571428571
2022-03-08,2022-03-08,C,mean/daily_detections_60-2,2242,23341,Testpositiv,60+,2298.92857142857
2022-03-09,2022-03-09,C,mean/daily_detections_60-2,2158,23342,Testpositiv,60+,2122.01428571429
2022-03-10,2022-03-10,C,mean/daily_detections_60-2,1920,23343,Testpositiv,60+,1954.18571428571
2022-03-11,2022-03-11,C,mean/daily_detections_60-2,1766.4,23344,Testpositiv,60+,1800.52857142857
2022-03-12,2022-03-12,C,mean/daily_detections_60-2,1628,23345,Testpositiv,60+,1656.65714285714
2022-03-13,2022-03-13,C,mean/daily_detections_60-2,1534.6,23346,Testpositiv,60+,1514.02857142857
2022-03-14,2022-03-14,C,mean/daily_detections_60-2,1354.7,23347,Testpositiv,60+,1391.15714285714
2022-03-15,2022-03-15,C,mean/daily_detections_60-2,1234.9,23348,Testpositiv,60+,1272.5
2022-03-16,2022-03-16,C,mean/daily_detections_60-2,1159.6,23349,Testpositiv,60+,1159.52857142857
2022-03-17,2022-03-17,C,mean/daily_detections_60-2,1059.9,23350,Testpositiv,60+,1050.9
2022-03-18,2022-03-18,C,mean/daily_detections_60-2,935.8,23351,Testpositiv,60+,956.928571428571
2022-03-19,2022-03-19,C,mean/daily_detections_60-2,837.2,23352,Testpositiv,60+,865.885714285714
2022-03-20,2022-03-20,C,mean/daily_detections_60-2,774.2,23353,Testpositiv,60+,782.142857142857
2022-03-21,2022-03-21,C,mean/daily_detections_60-2,696.9,23354,Testpositiv,60+,700.428571428571
2022-03-22,2022-03-22,C,mean/daily_detections_60-2,597.6,23355,Testpositiv,60+,631.171428571429
2022-03-23,2022-03-23,C,mean/daily_detections_60-2,573.4,23356,Testpositiv,60+,570.771428571429
2022-03-24,2022-03-24,C,mean/daily_detections_60-2,487.9,23357,Testpositiv,60+,514.257142857143
2022-03-25,2022-03-25,C,mean/daily_detections_60-2,451,23358,Testpositiv,60+,463.714285714286
2022-03-26,2022-03-26,C,mean/daily_detections_60-2,414.4,23359,Testpositiv,60+,420.071428571429
2022-03-27,2022-03-27,C,mean/daily_detections_60-2,378.6,23360,Testpositiv,60+,377.2
2022-03-28,2022-03-28,C,mean/daily_detections_60-2,343.1,23361,Testpositiv,60+,341.4
2022-03-29,2022-03-29,C,mean/daily_detections_60-2,292.1,23362,Testpositiv,60+,307.214285714286
2022-03-30,2022-03-30,C,mean/daily_detections_60-2,273.3,23363,Testpositiv,60+,275.442857142857
2022-03-31,2022-03-31,C,mean/daily_detections_60-2,237.3,23364,Testpositiv,60+,246.728571428571
2022-04-01,2022-04-01,C,mean/daily_detections_60-2,211.7,23365,Testpositiv,60+,219.671428571429
2022-04-02,2022-04-02,C,mean/daily_detections_60-2,192,23366,Testpositiv,60+,197.171428571429
2022-04-03,2022-04-03,C,mean/daily_detections_60-2,177.6,23367,Testpositiv,60+,176.185714285714
2022-04-04,2022-04-04,C,mean/daily_detections_60-2,153.7,23368,Testpositiv,60+,157.857142857143
2022-04-05,2022-04-05,C,mean/daily_detections_60-2,134.6,23369,Testpositiv,60+,140.742857142857
2022-04-06,2022-04-06,C,mean/daily_detections_60-2,126.4,23370,Testpositiv,60+,126.385714285714
2022-04-07,2022-04-07,C,mean/daily_detections_60-2,109,23371,Testpositiv,60+,111.942857142857
2022-04-08,2022-04-08,C,mean/daily_detections_60-2,91.9,23372,Testpositiv,60+,99.8142857142857
2022-04-09,2022-04-09,C,mean/daily_detections_60-2,91.5,23373,Testpositiv,60+,89.5142857142857
2022-04-10,2022-04-10,C,mean/daily_detections_60-2,76.5,23374,Testpositiv,60+,79.2714285714286
2022-04-11,2022-04-11,C,mean/daily_detections_60-2,68.8,23375,Testpositiv,60+,71.3142857142857
2022-04-12,2022-04-12,C,mean/daily_detections_60-2,62.5,23376,Testpositiv,60+,64.1
2022-04-13,2022-04-13,C,mean/daily_detections_60-2,54.7,23377,Testpositiv,60+,56.5
2022-04-14,2022-04-14,C,mean/daily_detections_60-2,53.3,23378,Testpositiv,60+,50.9428571428571
2022-04-15,2022-04-15,C,mean/daily_detections_60-2,41.4,23379,Testpositiv,60+,45.9285714285714
2022-04-16,2022-04-16,C,mean/daily_detections_60-2,38.3,23380,Testpositiv,60+,40.7857142857143
2022-04-17,2022-04-17,C,mean/daily_detections_60-2,37.6,23381,Testpositiv,60+,36.2571428571429
2022-04-18,2022-04-18,C,mean/daily_detections_60-2,33.7,23382,Testpositiv,60+,31.6428571428571
2022-04-19,2022-04-19,C,mean/daily_detections_60-2,26.5,23383,Testpositiv,60+,28.5142857142857
2022-04-20,2022-04-20,C,mean/daily_detections_60-2,23,23384,Testpositiv,60+,25.6285714285714
2022-04-21,2022-04-21,C,mean/daily_detections_60-2,21,23385,Testpositiv,60+,22.5142857142857
2022-04-22,2022-04-22,C,mean/daily_detections_60-2,19.5,23386,Testpositiv,60+,19.5
2022-04-23,2022-04-23,C,mean/daily_detections_60-2,18.1,23387,Testpositiv,60+,17.3857142857143
2022-04-24,2022-04-24,C,mean/daily_detections_60-2,15.8,23388,Testpositiv,60+,15.5285714285714
2022-04-25,2022-04-25,C,mean/daily_detections_60-2,12.6,23389,Testpositiv,60+,13.8428571428571
2022-04-26,2022-04-26,C,mean/daily_detections_60-2,11.7,23390,Testpositiv,60+,12.2142857142857
2022-04-27,2022-04-27,C,mean/daily_detections_60-2,10,23391,Testpositiv,60+,10.6428571428571
2022-04-28,2022-04-28,C,mean/daily_detections_60-2,9.2,23392,Testpositiv,60+,9.18571428571429
2022-04-29,2022-04-29,C,mean/daily_detections_60-2,8.1,23393,Testpositiv,60+,8.21428571428571
2022-04-30,2022-04-30,C,mean/daily_detections_60-2,7.1,23394,Testpositiv,60+,7.5
2022-05-01,2022-05-01,C,mean/daily_detections_60-2,5.6,23395,Testpositiv,60+,6.92857142857143
2022-05-02,2022-05-02,C,mean/daily_detections_60-2,5.8,23396,Testpositiv,60+,6.21428571428571
2022-05-03,2022-05-03,C,mean/daily_detections_60-2,6.7,23397,Testpositiv,60+,5.51428571428571
2022-05-04,2022-05-04,C,mean/daily_detections_60-2,6,23398,Testpositiv,60+,
2022-05-05,2022-05-05,C,mean/daily_detections_60-2,4.2,23399,Testpositiv,60+,
2022-05-06,2022-05-06,C,mean/daily_detections_60-2,3.2,23400,Testpositiv,60+,
